year,rank,artist,song,gender,queerFlag,lyricFlag,relationshipType,sampleLyrics,artistID
2011,21,Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now,man,0,0,,,
2011,22,Jeremih Featuring 50 Cent,Down On Me,man,0,0,,,
2011,23,Lil Wayne,How To Love,man,0,0,,,
2011,24,Adele,Someone Like You,woman,0,0,,,
2011,25,OneRepublic,Good Life,man,0,0,,,
2011,26,Bruno Mars,The Lazy Song,man,0,0,,,
2011,27,Britney Spears,Till The World Ends,woman,0,0,,,
2011,28,Lupe Fiasco,The Show Goes On,man,0,0,,,
2011,29,Lady Gaga,The Edge Of Glory,woman,1,0,Straight,,Lady Gaga
2011,30,Ke$ha,We R Who We R,woman,1,0,Straight,,Kesha
2011,31,Wiz Khalifa,Black And Yellow,man,0,0,,,
2011,32,Hot Chelle Rae,Tonight Tonight,man,0,0,,,
2011,33,Ke$ha,Blow,woman,1,0,None,,Kesha
2011,34,Bad Meets Evil Featuring Bruno Mars,Lighters,man,0,0,,,
2011,35,The Band Perry,If I Die Young,mixed,0,0,,,
2011,36,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,man,0,0,,,
2011,37,The Black Eyed Peas,The Time (Dirty Bit),mixed,1,0,Straight,,The Black Eyed Peas/Fergie
2011,38,Diddy - Dirty Money Featuring Skylar Grey,Coming Home,mixed,0,0,,,
2011,39,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),man,0,0,,,
2011,40,Rihanna,Only Girl (In The World),woman,0,0,,,
2011,41,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,man,0,0,,,
2011,42,Lady Antebellum,Just A Kiss,mixed,0,0,,,
2011,43,Jason Aldean,Dirt Road Anthem,man,0,0,,,
2011,44,Taio Cruz,Dynamite,man,0,0,,,
2011,45,Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands,man,0,0,,,
2011,46,Britney Spears,I Wanna Go,woman,0,0,,,
2011,47,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",I'm On One,man,0,0,,,
2011,48,Cobra Starship Featuring Sabi,You Make Me Feel...,mixed,0,0,,,
2011,49,Chris Brown,Yeah 3X,man,0,0,,,
2011,50,Nicki Minaj Featuring Drake,Moment 4 Life,mixed,0,0,,,
2011,51,Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor,mixed,0,0,,,
2011,52,Nelly,Just A Dream,man,0,0,,,
2011,53,Kelly Rowland Featuring Lil Wayne,Motivation,mixed,0,0,,,
2011,54,Edward Maya & Vika Jigulina,Stereo Love,mixed,0,0,,,
2011,55,Christina Perri,Jar Of Hearts,woman,0,0,,,
2011,56,Wiz Khalifa,Roll Up,man,0,0,,,
2011,57,LMFAO,Sexy And I Know It,man,0,0,,,
2011,58,Far*East Movement Featuring Ryan Tedder,Rocketeer,mixed,0,0,,,
2011,59,Kanye West,All Of The Lights,man,0,0,,,
2011,60,Britney Spears,Hold It Against Me,woman,0,0,,,
2011,61,Usher,More,man,0,0,,,
2011,62,Avril Lavigne,What The Hell,woman,0,0,,,
2011,63,Tinie Tempah Featuring Eric Turner,Written In The Stars,man,0,0,,,
2011,64,Trey Songz Featuring Nicki Minaj,Bottoms Up,mixed,0,0,,,
2011,65,Usher Featuring Pitbull,DJ Got Us Fallin' In Love,man,0,0,,,
2011,66,The Script,For The First Time,man,0,0,,,
2011,67,Blake Shelton,Honey Bee,man,0,0,,,
2011,68,Jason Aldean With Kelly Clarkson,Don't You Wanna Stay,mixed,0,0,,,
2011,69,Rihanna Featuring Calvin Harris,We Found Love,mixed,0,0,,,
2011,70,Keri Hilson,Pretty Girl Rock,woman,0,0,,,
2011,71,Lady Gaga,You And I,woman,1,0,Straight,,Lady Gaga
2011,72,Far*East Movement Featuring Cataracs & Dev,Like A G6,mixed,0,0,,,
2011,73,David Guetta Featuring Usher,Without You,man,0,0,,,
2011,74,Taylor Swift,Back To December,woman,0,0,,,
2011,75,Katy Perry,Teenage Dream,woman,0,0,,,
2011,76,Eli Young Band,Crazy Girl,man,0,0,,,
2011,77,Rihanna,Cheers (Drink To That),woman,0,0,,,
2011,78,Selena Gomez & The Scene,Who Says,mixed,0,0,,,
2011,79,Jake Owen,Barefoot Blue Jean Night,man,0,0,,,
2011,80,Zac Brown Band Featuring Jimmy Buffett,Knee Deep,man,0,0,,,
2011,81,Luke Bryan,Country Girl (Shake It For Me),man,0,0,,,
2011,82,Brad Paisley Duet With Carrie Underwood,Remind Me,mixed,0,0,,,
2011,83,Dev,In The Dark,woman,0,0,,,
2011,84,New Boyz Featuring The Cataracs & Dev,Backseat,mixed,0,0,,,
2011,85,Drake,Headlines,man,0,0,,,
2011,86,Beyonce,Best Thing I Never Had,woman,0,0,,,
2011,87,Jason Derulo,Don't Wanna Go Home,man,0,0,,,
2011,88,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At,mixed,0,0,,,
2011,89,Chris Brown,She Ain't You,man,0,0,,,
2011,90,Rodney Atkins,Take A Back Road,man,0,0,,,
2011,91,Mike Posner,Please Don't Go,man,0,0,,,
2011,92,Miguel,Sure Thing,man,0,0,,,
2011,93,Jessie J Featuring B.o.B,Price Tag,mixed,0,0,,,
2011,94,Blake Shelton,God Gave Me You,man,0,0,,,
2011,95,Lil Wayne Featuring Drake,She Will,man,0,0,,,
2011,96,Thompson Square,Are You Gonna Kiss Me Or Not,mixed,0,0,,,
2011,97,Neon Trees,Animal,man,1,0,Unspecified,,Neon Trees
2011,98,Kenny Chesney Featuring Grace Potter,You And Tequila,mixed,0,0,,,
2011,99,Zac Brown Band,Colder Weather,man,0,0,,,
2011,100,Big Sean Featuring Chris Brown,My Last,man,0,0,,,
2012,1,Gotye Featuring Kimbra,Somebody That I Used To Know,mixed,0,0,,,
2012,2,Carly Rae Jepsen,Call Me Maybe,woman,0,0,,,
2012,3,fun. Featuring Janelle Monáe,We Are Young,mixed,1,0,Straight,,Janelle Monáe
2012,4,Maroon 5 Featuring Wiz Khalifa,Payphone,man,0,0,,,
2012,5,Ellie Goulding,Lights,woman,0,0,,,
2012,6,The Wanted,Glad You Came,man,0,0,,,
2012,7,Kelly Clarkson,Stronger (What Doesn't Kill You),woman,0,0,,,
2012,8,Rihanna Featuring Calvin Harris,We Found Love,mixed,0,0,,,
2012,9,Nicki Minaj,Starships,woman,0,0,,,
2012,10,One Direction,What Makes You Beautiful,man,0,0,,,
2012,11,Flo Rida Featuring Sia,Wild Ones,mixed,1,0,Straight,,Sia
2012,12,Adele,Set Fire To The Rain,woman,0,0,,,
2012,13,LMFAO,Sexy And I Know It,man,0,0,,,
2012,14,fun.,Some Nights,man,0,0,,,
2012,15,Katy Perry,Wide Awake,woman,0,0,,,
2012,16,Flo Rida,Good Feeling,man,0,0,,,
2012,17,Flo Rida,Whistle,man,0,0,,,
2012,18,Maroon 5,One More Night,man,0,0,,,
2012,19,Train,Drive By,man,0,0,,,
2012,20,Drake Featuring Lil Wayne,The Motto,man,0,0,,,
2012,21,Rihanna,Where Have You Been,woman,0,0,,,
2012,22,Neon Trees,Everybody Talks,mixed,1,0,Straight,,Neon Trees
2012,23,Drake Featuring Rihanna,Take Care,mixed,0,0,,,
2012,24,David Guetta Featuring Sia,Titanium,mixed,1,0,Unspecified,,Sia
2012,25,Jason Mraz,I Won't Give Up,man,1,0,Unspecified,,Jason Mraz
2012,26,Bruno Mars,It Will Rain,man,0,0,,,
2012,27,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,man,0,0,,,
2012,28,Justin Bieber,Boyfriend,man,0,0,,,
2012,29,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,man,0,0,,,
2012,30,Alex Clare,Too Close,man,0,0,,,
2012,31,Katy Perry,Part Of Me,woman,0,0,,,
2012,32,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"Young, Wild & Free",man,0,0,,,
2012,33,Taylor Swift,We Are Never Ever Getting Back Together,woman,0,0,,,
2012,34,Justin Bieber Featuring Big Sean,As Long As You Love Me,man,0,0,,,
2012,35,David Guetta Featuring Nicki Minaj,Turn Me On,mixed,0,0,,,
2012,36,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,mixed,0,0,,,
2012,37,P!nk,Blow Me (One Last Kiss),woman,0,0,,,
2012,38,Owl City & Carly Rae Jepsen,Good Time,mixed,0,0,,,
2012,39,Demi Lovato,Give Your Heart A Break,nb,1,0,Unspecified,,Demi Lovato
2012,40,Jay Z Kanye West,Ni**as in Paris,man,0,0,,,
2012,41,Katy Perry,The One That Got Away,woman,0,0,,,
2012,42,Calvin Harris,Feel So Close,man,0,0,,,
2012,43,Adele,Someone Like You,woman,0,0,,,
2012,44,Usher,Scream,man,0,0,,,
2012,45,Tyga,Rack City,man,0,0,,,
2012,46,Jessie J,Domino,woman,0,0,,,
2012,47,PSY,Gangnam Style,man,0,0,,,
2012,48,Pitbull Featuring Chris Brown,International Love,man,0,0,,,
2012,49,Phillip Phillips,Home,man,0,0,,,
2012,50,David Guetta Featuring Usher,Without You,man,0,0,,,
2012,51,Gym Class Heroes Featuring Neon Hitch,Ass Back Home,mixed,0,0,,,
2012,52,Hunter Hayes,Wanted,man,0,0,,,
2012,53,Luke Bryan,Drunk On You,man,0,0,,,
2012,54,2 Chainz Featuring Drake,No Lie,man,0,0,,,
2012,55,Cher Lloyd,Want U Back,woman,0,0,,,
2012,56,Chris Brown,Don't Wake Me Up,man,0,0,,,
2012,57,Big Sean Featuring Nicki Minaj,Dance (A$$),mixed,0,0,,,
2012,58,Eric Church,Springsteen,man,0,0,,,
2012,59,Karmin,Brokenhearted,mixed,0,0,,,
2012,60,Gavin DeGraw,Not Over You,man,0,0,,,
2012,61,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,man,0,0,,,
2012,62,Pitbull,Back In Time,man,0,0,,,
2012,63,J. Cole,Work Out,man,0,0,,,
2012,64,Adele,Rumour Has It,woman,0,0,,,
2012,65,Calvin Harris Featuring Ne-Yo,Let's Go,man,0,0,,,
2012,66,Carrie Underwood,Good Girl,woman,0,0,,,
2012,67,Little Big Town,Pontoon,mixed,0,0,,,
2012,68,The Lumineers,Ho Hey,mixed,0,0,,,
2012,69,Coldplay,Paradise,man,0,0,,,
2012,70,Carrie Underwood,Blown Away,woman,0,0,,,
2012,71,Adele,Rolling In The Deep,woman,0,0,,,
2012,72,Usher,Climax,man,0,0,,,
2012,73,Wiz Khalifa,"Work Hard, Play Hard",man,0,0,,,
2012,74,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),man,0,0,,,
2012,75,Nicki Minaj,Pound The Alarm,woman,0,0,,,
2012,76,Kenny Chesney,Come Over,man,0,0,,,
2012,77,Trey Songz,Heart Attack,man,0,0,,,
2012,78,Kirko Bangz,Drank In My Cup,man,0,0,,,
2012,79,Rihanna Featuring Chris Brown,Birthday Cake,mixed,0,0,,,
2012,80,B.o.B,So Good,man,0,0,,,
2012,81,Train,50 Ways To Say Goodbye,man,0,0,,,
2012,82,Toby Keith,Red Solo Cup,man,0,0,,,
2012,83,Selena Gomez & The Scene,Love You Like A Love Song,mixed,0,0,,,
2012,84,Chris Brown,Turn Up The Music,man,0,0,,,
2012,85,Ke$ha,Die Young,woman,1,0,Unspecified,,Kesha
2012,86,T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock,mixed,0,0,,,
2012,87,Christina Perri,A Thousand Years,woman,0,0,,,
2012,88,Jason Aldean,Take A Little Ride,man,0,0,,,
2012,89,Rihanna,You Da One,woman,0,0,,,
2012,90,Havana Brown Featuring Pitbull,We Run The Night,mixed,0,0,,,
2012,91,Imagine Dragons,It's Time,man,0,0,,,
2012,92,Ca$h Out,Cashin' Out,man,0,0,,,
2012,93,Luke Bryan,I Don't Want This Night To End,man,0,0,,,
2012,94,Rihanna,Diamonds,woman,0,0,,,
2012,95,Lee Brice,Hard To Love,man,0,0,,,
2012,96,Kip Moore,Somethin' 'Bout A Truck,man,0,0,,,
2012,97,Miguel,Adorn,man,0,0,,,
2012,98,Jason Aldean,Fly Over States,man,0,0,,,
2012,99,Eli Young Band,Even If It Breaks Your Heart,man,0,0,,,
2012,100,Linkin Park,Burn It Down,man,0,0,,,
2013,1,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,man,0,0,,,
2013,2,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,man,0,0,,,
2013,3,Imagine Dragons,Radioactive,man,0,0,,,
2013,4,Baauer,Harlem Shake,man,0,0,,,
2013,5,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us,man,0,0,,,
2013,6,Justin Timberlake,Mirrors,man,0,0,,,
2013,7,P!nk Featuring Nate Ruess,Just Give Me A Reason,mixed,0,0,,,
2013,8,Bruno Mars,When I Was Your Man,man,0,0,,,
2013,9,Florida Georgia Line Featuring Nelly,Cruise,man,0,0,,,
2013,10,Katy Perry,Roar,woman,0,0,,,
2013,11,Bruno Mars,Locked Out Of Heaven,man,0,0,,,
2013,12,The Lumineers,Ho Hey,mixed,0,0,,,
2013,13,Rihanna Featuring Mikky Ekko,Stay,mixed,0,0,,,
2013,14,Daft Punk Featuring Pharrell Williams,Get Lucky,man,0,0,,,
2013,15,Lorde,Royals,woman,0,0,,,
2013,16,Taylor Swift,I Knew You Were Trouble.,woman,0,0,,,
2013,17,Miley Cyrus,We Can't Stop,nb,1,0,None,,Miley Cyrus
2013,18,Miley Cyrus,Wrecking Ball,nb,1,0,Unspecified,,Miley Cyrus
2013,19,Avicii,Wake Me Up!,man,0,0,,,
2013,20,Justin Timberlake Featuring JAY Z,Suit & Tie,man,0,0,,,
2013,21,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),woman,0,0,,,
2013,22,Jay Z Featuring Justin Timberlake,Holy Grail,man,0,0,,,
2013,23,will.i.am & Britney Spears,Scream & Shout,woman,0,0,,,
2013,24,Zedd Featuring Foxes,Clarity,mixed,0,0,,,
2013,25,AWOLNATION,Sail,man,0,0,,,
2013,26,Swedish House Mafia Featuring John Martin,Don't You Worry Child,man,0,0,,,
2013,27,Rihanna,Diamonds,woman,0,0,,,
2013,28,Icona Pop Featuring Charli XCX,I Love It,woman,0,0,,,
2013,29,Capital Cities,Safe And Sound,man,0,0,,,
2013,30,Bruno Mars,Treasure,man,0,0,,,
2013,31,Ariana Grande Featuring Mac Miller,The Way,mixed,0,0,,,
2013,32,Drake,Started From The Bottom,man,0,0,,,
2013,33,Selena Gomez,Come & Get It,woman,0,0,,,
2013,34,Drake Featuring Majid Jordan,"Hold On, We're Going Home",man,0,0,,,
2013,35,Maroon 5,Daylight,man,0,0,,,
2013,36,Pitbull Featuring Christina Aguilera,Feel This Moment,mixed,0,0,,,
2013,37,Lady Gaga,Applause,woman,1,0,None,,Lady Gaga
2013,38,Maroon 5,One More Night,man,0,0,,,
2013,39,Lil Wayne Featuring Drake & Future,Love Me,man,0,0,,,
2013,40,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),man,0,0,,,
2013,41,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,man,0,0,,,
2013,42,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,mixed,0,0,,,
2013,43,Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love,mixed,1,1,Both,"My love, my love, my love, She keeps me warm",Mary Lambert
2013,44,Calvin Harris Featuring Florence Welch,Sweet Nothing,mixed,0,0,,,
2013,45,Lana Del Rey & Cedric Gervais,Summertime Sadness,mixed,0,0,,,
2013,46,Phillip Phillips,Home,man,0,0,,,
2013,47,Imagine Dragons,It's Time,man,0,0,,,
2013,48,J. Cole Featuring Miguel,Power Trip,man,0,0,,,
2013,49,Alicia Keys Featuring Nicki Minaj,Girl On Fire,woman,0,0,,,
2013,50,Demi Lovato,Heart Attack,nb,1,0,Straight,,Demi Lovato
2013,51,Maroon 5,Love Somebody,man,0,0,,,
2013,52,Mumford & Sons,I Will Wait,man,0,0,,,
2013,53,P!nk,Try,woman,0,0,,,
2013,54,Darius Rucker,Wagon Wheel,man,0,0,,,
2013,55,PSY,Gangnam Style,man,0,0,,,
2013,56,Calvin Harris Featuring Ellie Goulding,I Need Your Love,mixed,0,0,,,
2013,57,Ke$ha,Die Young,woman,0,0,,,
2013,58,fun.,Some Nights,man,0,0,,,
2013,59,Wale Featuring Tiara Thomas Or Rihanna,Bad,mixed,0,0,,,
2013,60,Blake Shelton Featuring Pistol Annies & Friends,Boys 'round Here,mixed,0,0,,,
2013,61,Phillip Phillips,"Gone, Gone, Gone",man,0,0,,,
2013,62,Imagine Dragons,Demons,man,0,0,,,
2013,63,OneRepublic,Counting Stars,man,0,0,,,
2013,64,Flo Rida,I Cry,man,0,0,,,
2013,65,Of Monsters And Men,Little Talks,mixed,0,0,,,
2013,66,Jason Derulo,The Other Side,man,0,0,,,
2013,67,Eminem,Berzerk,man,0,0,,,
2013,68,Kelly Clarkson,Catch My Breath,woman,0,0,,,
2013,69,Luke Bryan,Crash My Party,man,0,0,,,
2013,70,Rihanna,Pour It Up,woman,0,0,,,
2013,71,Taylor Swift,22,woman,0,0,,,
2013,72,Hunter Hayes,I Want Crazy,man,0,0,,,
2013,73,Ylvis,The Fox,man,0,0,,,
2013,74,One Direction,Best Song Ever,man,0,0,,,
2013,75,Ed Sheeran,The A Team,man,0,0,,,
2013,76,fun.,Carry On,man,0,0,,,
2013,77,Tim McGraw With Taylor Swift,Highway Don't Care,mixed,0,0,,,
2013,78,Luke Bryan,That's My Kind Of Night,man,0,0,,,
2013,79,Kendrick Lamar,Swimming Pools (Drank),man,0,0,,,
2013,80,Blake Shelton,Sure Be Cool If You Did,man,0,0,,,
2013,81,Mariah Carey Featuring Miguel,#Beautiful,mixed,0,0,,,
2013,82,Olly Murs Featuring Flo Rida,Troublemaker,man,0,0,,,
2013,83,Ciara,Body Party,woman,0,0,,,
2013,84,Miguel,Adorn,man,0,0,,,
2013,85,The Script Featuring will.i.am,Hall Of Fame,man,0,0,,,
2013,86,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),man,0,0,,,
2013,87,Rocko Featuring Future & Rick Ross,U.O.E.N.O.,man,0,0,,,
2013,88,Emeli Sande,Next To Me,woman,0,0,,,
2013,89,Miranda Lambert,Mama's Broken Heart,woman,0,0,,,
2013,90,Thomas Rhett,It Goes Like This,man,0,0,,,
2013,91,Ace Hood Featuring Future & Rick Ross,Bugatti,man,0,0,,,
2013,92,Hunter Hayes,Wanted,man,0,0,,,
2013,93,Lady Antebellum,Downtown,mixed,0,0,,,
2013,94,Florida Georgia Line,Get Your Shine On,man,0,0,,,
2013,95,will.i.am Featuring Justin Bieber,#thatPOWER,man,0,0,,,
2013,96,Sara Bareilles,Brave,woman,0,0,,,
2013,97,Passenger,Let Her Go,man,0,0,,,
2013,98,Randy Houser,Runnin' Outta Moonlight,man,0,0,,,
2013,99,2 Chainz,I'm Different,man,0,0,,,
2013,100,Paramore,Still Into You,mixed,0,0,,,
2014,1,Pharrell Williams,Happy,man,0,0,,,
2014,2,Katy Perry Featuring Juicy J,Dark Horse,mixed,0,0,,,
2014,3,John Legend,All Of Me,man,0,0,,,
2014,4,Iggy Azalea Featuring Charli XCX,Fancy,woman,0,0,,,
2014,5,OneRepublic,Counting Stars,man,0,0,,,
2014,6,Jason Derulo Featuring 2 Chainz,Talk Dirty,man,0,0,,,
2014,7,MAGIC!,Rude,man,0,0,,,
2014,8,Meghan Trainor,All About That Bass,woman,0,0,,,
2014,9,Ariana Grande Featuring Iggy Azalea,Problem,woman,0,0,,,
2014,10,Sam Smith,Stay With Me,nb,1,0,Unspecified,,Sam Smith
2014,11,Pitbull Featuring Ke$ha,Timber,mixed,1,0,Straight,,Kesha
2014,12,Bastille,Pompeii,man,0,0,,,
2014,13,Taylor Swift,Shake It Off,woman,0,0,,,
2014,14,Nico & Vinz,Am I Wrong,man,0,0,,,
2014,15,DJ Snake & Lil Jon,Turn Down For What,man,0,0,,,
2014,16,Eminem Featuring Rihanna,The Monster,mixed,0,0,,,
2014,17,A Great Big World & Christina Aguilera,Say Something,mixed,0,0,,,
2014,18,Lorde,Team,woman,0,0,,,
2014,19,Passenger,Let Her Go,man,0,0,,,
2014,20,Lorde,Royals,woman,0,0,,,
2014,21,Idina Menzel,Let It Go,woman,0,0,,,
2014,22,Avicii,Wake Me Up!,man,0,0,,,
2014,23,Imagine Dragons,Demons,man,0,0,,,
2014,24,One Direction,Story Of My Life,man,0,0,,,
2014,25,Sia,Chandelier,woman,1,0,None,,Sia
2014,26,Iggy Azalea Featuring Rita Ora,Black Widow,woman,1,0,Unspecified,,Rita Ora
2014,27,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,woman,0,0,,,
2014,28,Disclosure Featuring Sam Smith,Latch,mixed,1,0,Unspecified,,Sam Smith
2014,29,Maroon 5,Maps,man,0,0,,,
2014,30,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,Loyal,man,0,0,,,
2014,31,American Authors,Best Day Of My Life,man,0,0,,,
2014,32,Tove Lo,Habits (Stay High),woman,1,0,Unspecified,,Tove Lo
2014,33,Calvin Harris,Summer,man,0,0,,,
2014,34,Charli XCX,Boom Clap,woman,0,0,,,
2014,35,Beyonce Featuring Jay Z,Drunk In Love,mixed,0,0,,,
2014,36,Nicki Minaj,Anaconda,woman,0,0,,,
2014,37,Ariana Grande Featuring Zedd,Break Free,mixed,0,0,,,
2014,38,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,Bailando,man,0,0,,,
2014,39,Ellie Goulding,Burn,woman,0,0,,,
2014,40,Jason Derulo Featuring Snoop Dogg,Wiggle,man,0,0,,,
2014,41,Clean Bandit Featuring Jess Glynne,Rather Be,mixed,0,0,,,
2014,42,Jeremih Featuring YG,Don't Tell 'Em,man,0,0,,,
2014,43,Kid Ink Featuring Chris Brown,Show Me,man,0,0,,,
2014,44,Miley Cyrus,Wrecking Ball,nb,1,0,Unspecified,,Miley Cyrus
2014,45,Justin Timberlake,Not A Bad Thing,man,0,0,,,
2014,46,Katy Perry,Roar,woman,0,0,,,
2014,47,Paramore,Ain't It Fun,mixed,0,0,,,
2014,48,Aloe Blacc,The Man,man,0,0,,,
